"","tms","bs"
"122776","05",3
"122777","05",2
"122778","05",3
"122779","05",3
"122780","05",1
"122781","05",2
"122782","05",3
"122783","05",2
"122784","05",2
"122785","05",2
"122786","05",1
"122787","05",2
"122788","05",3
"122789","05",1
"122790","05",3
"122791","05",1
"122792","05",5
"122793","05",1
"122794","05",3
"122795","05",1
"122796","05",1
"122797","05",1
"122798","05",5
"122799","05",1
"122800","05",1
"122801","05",5
"122802","05",1
"122803","05",5
"122804","05",5
"122805","05",1
"122806","05",5
"122807","05",1
"122808","05",5
"122809","05",5
"122810","05",5
"122811","05",1
"122812","05",1
"122813","05",1
"122814","05",1
"122815","05",1
"122816","05",1
"122817","05",5
"122818","05",1
"122819","05",1
"122820","05",1
"122821","05",1
"122822","05",1
"122823","05",1
"122824","05",5
"122825","05",1
"122826","05",5
"122827","05",5
"122828","05",3
"122829","05",5
"122830","05",1
"122831","05",1
"122832","05",5
"122833","05",1
"122834","05",5
"122835","05",5
"122836","05",5
"122837","05",5
"122838","05",5
"122839","05",5
"122840","05",5
"122841","05",5
"122842","05",5
"122843","05",5
"122844","05",1
"122845","05",1
"122846","05",5
"122847","05",1
"122848","05",5
"122849","05",1
"122850","05",5
"122851","05",1
"122852","05",5
"122853","05",5
"122854","05",1
"122855","05",5
"122856","05",1
"122857","05",1
"122858","05",5
"122859","05",5
"122860","05",1
"122861","05",5
"122862","05",1
"122863","05",1
"122864","05",2
"122865","05",1
"122866","05",2
"122867","05",3
"122868","05",1
"122869","05",1
"122870","05",2
"122871","05",3
"122872","05",1
"122873","05",1
"122874","05",3
"122875","05",3
"122876","05",1
"122877","05",1
"122878","05",1
"122879","05",1
"122880","05",1
"122881","05",1
"122882","05",1
"122883","05",1
"122884","05",1
"122885","05",3
"122886","05",1
"122887","05",1
"122888","05",1
"122889","05",1
"122890","05",1
"122891","05",1
"122892","05",5
"122893","05",1
"122894","05",5
"122895","05",3
"122896","05",1
"122897","05",5
"122898","05",1
"122899","05",5
"122900","05",5
"122901","05",1
"122902","05",5
"122903","05",1
"122904","05",3
"122905","05",1
"122906","05",3
"122907","05",1
"122908","05",5
"122909","05",5
"122910","05",5
"122911","05",3
"122912","05",5
"122913","05",5
"122914","05",5
"122915","05",5
"122916","05",5
"122917","05",1
"122918","05",1
"122919","05",5
"122920","05",5
"122921","05",5
"122922","05",5
"122923","05",1
"122924","05",5
"122925","05",1
"122926","05",5
"122927","05",5
"122928","05",5
"122929","05",1
"122930","05",1
"122931","05",5
"122932","05",5
"122933","05",5
"122934","05",5
"122935","05",5
"122936","05",1
"122937","05",1
"122938","05",5
"122939","05",5
"122940","05",1
"122941","05",1
"122942","05",5
"122943","05",5
"122944","05",5
"122945","05",5
"122946","05",5
"122947","05",3
"122948","05",1
"122949","05",1
"122950","05",1
"122951","05",1
"122952","05",1
"122953","05",1
"122954","05",2
"122955","05",2
"122956","05",1
"122957","05",1
"122958","05",5
"122959","05",3
"122960","05",5
"122961","05",5
"122962","05",5
"122963","05",5
"122964","05",1
"122965","05",5
"122966","05",1
"122967","05",5
"122968","05",1
"122969","05",1
"122970","05",5
"122971","05",1
"122972","05",5
"122973","05",5
"122974","05",5
"122975","05",1
"122976","05",5
"122977","05",1
"122978","05",5
"122979","05",5
"122980","05",5
"122981","05",1
"122982","05",1
"122983","05",2
"122984","05",5
"122985","05",3
"122986","05",1
"122987","05",1
"122988","05",1
"122989","05",5
"122990","05",5
"122991","05",5
"122992","05",1
"122993","05",1
"122994","05",1
"122995","05",5
"122996","05",5
"122997","05",1
"122998","05",1
"122999","05",1
"123000","05",1
"123001","05",1
"123002","05",1
"123003","05",1
"123004","05",1
"123005","05",5
"123006","05",5
"123007","05",3
"123008","05",5
"123009","05",5
"123010","05",3
"123011","05",5
"123012","05",5
"123013","05",5
"123014","05",1
"123015","05",1
"123016","05",1
"123017","05",5
"123018","05",5
"123019","05",1
"123020","05",5
"123021","05",5
"123022","05",5
"123023","05",5
"123024","05",5
"123025","05",5
"123026","06",1
"123027","06",1
"123028","06",1
"123029","06",5
"123030","06",5
"123031","06",1
"123032","06",5
"123033","06",1
"123034","06",5
"123035","06",5
"123036","06",5
"123037","06",5
"123038","06",5
"123039","06",1
"123040","06",5
"123041","06",5
"123042","06",5
"123043","06",5
"123044","06",5
"123045","06",5
"123046","06",1
"123047","06",1
"123048","06",1
"123049","06",1
"123050","06",5
"123051","06",5
"123052","06",5
"123053","06",5
"123054","06",5
"123055","06",1
"123056","06",1
"123057","06",5
"123058","06",1
"123059","06",5
"123060","06",5
"123061","06",5
"123062","06",5
"123063","06",1
"123064","06",5
"123065","06",1
"123066","06",1
"123067","06",1
"123068","06",5
"123069","06",1
"123070","06",1
"123071","06",1
"123072","06",1
"123073","06",1
"123074","06",1
"123075","06",1
"123076","06",5
"123077","06",5
"123078","06",5
"123079","06",1
"123080","06",5
"123081","06",5
"123082","06",1
"123083","06",1
"123084","06",1
"123085","06",1
"123086","06",5
"123087","06",5
"123088","06",1
"123089","06",1
"123090","06",5
"123091","06",1
"123092","06",5
"123093","06",5
"123094","06",5
"123095","06",5
"123096","06",5
"123097","06",5
"123098","06",5
"123099","06",5
"123100","06",1
"123101","06",5
"123102","06",1
"123103","06",3
"123104","06",1
"123105","06",5
"123106","06",1
"123107","06",1
"123108","06",1
"123109","06",1
"123110","06",1
"123111","06",1
"123112","06",1
"123113","06",1
"123114","06",1
"123115","06",1
"123116","06",1
"123117","06",1
"123118","06",1
"123119","06",5
"123120","06",5
"123121","06",1
"123122","06",1
"123123","06",5
"123124","06",5
"123125","06",5
"123126","06",5
"123127","06",1
"123128","06",1
"123129","06",5
"123130","06",1
"123131","06",1
"123132","06",5
"123133","06",1
"123134","06",5
"123135","06",5
"123136","06",1
"123137","06",5
"123138","06",1
"123139","06",1
"123140","06",5
"123141","06",5
"123142","06",5
"123143","06",5
"123144","06",5
"123145","06",5
"123146","06",1
"123147","06",1
"123148","06",1
"123149","06",1
"123150","06",1
"123151","06",5
"123152","06",5
"123153","06",1
"123154","06",5
"123155","06",1
"123156","06",1
"123157","06",5
"123158","06",5
"123159","06",5
"123160","06",5
"123161","06",5
"123162","06",5
"123163","06",1
"123164","06",5
"123165","06",5
"123166","06",5
"123167","06",5
"123168","06",1
"123169","06",5
"123170","06",5
"123171","06",1
"123172","06",5
"123173","06",1
"123174","06",1
"123175","06",5
"123176","06",5
"123177","06",1
"123178","06",1
"123179","06",5
"123180","06",5
"123181","06",5
"123182","06",1
"123183","06",5
"123184","06",1
"123185","06",5
"123186","06",2
"123187","06",1
"123188","06",1
"123189","06",5
"123190","06",5
"123191","06",5
"123192","06",5
"123193","06",5
"123194","06",5
"123195","06",5
"123196","06",1
"123197","06",1
"123198","06",5
"123199","06",5
"123200","06",5
"123201","06",5
"123202","06",5
"123203","06",1
"123204","06",5
"123205","06",1
"123206","06",5
"123207","06",5
"123208","06",5
"123209","06",5
"123210","06",5
"123211","06",1
"123212","06",5
"123213","06",1
"123214","06",1
"123215","06",5
"123216","06",1
"123217","06",5
"123218","06",5
"123219","06",1
"123220","06",5
"123221","06",5
"123222","06",1
"123223","06",1
"123224","06",5
"123225","06",1
"123226","06",1
"123227","06",5
"123228","06",1
"123229","06",1
"123230","06",5
"123231","06",5
"123232","06",5
"123233","06",5
"123234","06",1
"123235","06",5
"123236","06",5
"123237","06",5
"123238","06",5
"123239","06",5
"123240","06",5
"123241","06",1
"123242","06",5
"123243","06",5
"123244","06",1
"123245","06",1
"123246","06",5
"123247","06",1
"123248","06",2
"123249","06",5
"123250","06",5
"123251","06",1
"123252","06",5
"123253","06",1
"123254","06",1
"123255","06",1
"123256","06",1
"123257","06",5
"123258","06",5
"123259","06",3
"123260","06",3
"123261","06",1
"123262","06",5
"123263","06",1
"123264","06",3
"123265","06",3
"123266","06",1
"123267","06",1
"123268","06",5
"123269","06",1
"123270","06",1
"123271","06",1
"123272","06",5
"123273","06",1
"123274","06",1
"123275","06",5
"123276","06",1
"123277","06",5
"123278","06",5
"123279","06",1
"123280","06",5
"123281","06",1
"123282","06",5
"123283","06",1
"123284","06",1
"123285","06",1
"123286","06",1
"123287","06",1
"123288","06",5
"123289","06",1
"123290","06",1
"123291","06",5
"123292","06",1
"123293","06",5
"123294","06",1
"123295","06",1
"123296","06",5
"123297","06",5
"123298","06",5
"123299","06",5
"123300","06",5
"123301","06",5
"123302","06",5
"123303","06",1
"123304","06",5
"123305","06",1
"123306","06",5
"123307","06",5
"123308","06",1
"123309","06",1
"123310","06",1
"123311","06",5
"123312","06",5
"123313","06",5
"123314","06",5
"123315","06",1
"123316","06",1
"123317","06",1
"123318","06",1
"123319","06",5
"123320","06",5
"123321","06",1
"123322","06",5
"123323","06",5
"123324","06",5
"123325","06",1
"123326","06",1
"123327","06",1
"123328","06",1
"123329","06",1
"123330","06",1
"123331","06",1
"123332","06",1
"123333","06",1
"123334","06",1
"123335","06",5
"123336","06",1
"123337","06",5
"123338","06",1
"123339","06",1
"123340","06",1
"123341","06",5
"123342","06",5
"123343","06",5
"123344","06",1
"123345","06",1
"123346","06",1
"123347","06",1
"123348","06",1
"123349","06",5
"123350","06",5
"123351","06",5
"123352","06",5
"123353","06",5
"123354","06",5
"123355","06",1
"123356","06",1
"123357","06",5
"123358","06",5
"123359","06",5
"123360","06",1
"123361","06",1
"123362","06",5
"123363","06",5
"123364","06",5
"123365","06",5
"123366","06",1
"123367","06",1
"123368","06",5
"123369","06",5
"123370","06",1
"123371","06",1
"123372","06",5
"123373","06",5
"123374","06",5
"123375","06",1
"123376","06",5
"123377","06",1
"123378","06",5
"123379","06",5
"123380","06",5
"123381","06",5
"123382","06",1
"123383","06",5
"123384","06",1
"123385","06",1
"123386","07",1
"123387","07",5
"123388","07",1
"123389","07",5
"123390","07",5
"123391","07",1
"123392","07",5
"123393","07",5
"123394","07",5
"123395","07",5
"123396","07",1
"123397","07",5
"123398","07",5
"123399","07",1
"123400","07",1
"123401","07",5
"123402","07",5
"123403","07",5
"123404","07",5
"123405","07",5
"123406","07",1
"123407","07",5
"123408","07",1
"123409","07",5
"123410","07",1
"123411","07",5
"123412","07",1
"123413","07",1
"123414","07",1
"123415","07",5
"123416","07",5
"123417","07",1
"123418","07",1
"123419","07",5
"123420","07",5
"123421","07",1
"123422","07",5
"123423","07",5
"123424","07",1
"123425","07",1
"123426","07",1
"123427","07",1
"123428","07",1
"123429","07",1
"123430","07",1
"123431","07",1
"123432","07",1
"123433","07",1
"123434","07",5
"123435","07",1
"123436","07",5
"123437","07",1
"123438","07",1
"123439","07",1
"123440","07",1
"123441","07",1
"123442","07",1
"123443","07",5
"123444","07",1
"123445","07",5
"123446","07",5
"123447","07",1
"123448","07",1
"123449","07",5
"123450","07",1
"123451","07",4
"123452","07",1
"123453","07",1
"123454","07",5
"123455","07",5
"123456","07",1
"123457","07",1
"123458","07",1
"123459","07",5
"123460","07",1
"123461","07",1
"123462","07",1
"123463","07",1
"123464","07",5
"123465","07",1
"123466","07",1
"123467","07",1
"123468","07",1
"123469","07",1
"123470","07",1
"123471","07",1
"123472","07",1
"123473","07",5
"123474","07",1
"123475","07",1
"123476","07",1
"123477","07",1
"123478","07",1
"123479","07",1
"123480","07",1
"123481","07",1
"123482","07",1
"123483","07",5
"123484","07",1
"123485","07",1
"123486","07",5
"123487","07",1
"123488","07",5
"123489","07",1
"123490","07",1
"123491","07",1
"123492","07",1
"123493","07",1
"123494","07",5
"123495","07",1
"123496","07",5
"123497","07",1
"123498","07",1
"123499","07",1
"123500","07",1
"123501","07",1
"123502","07",1
"123503","07",1
"123504","07",1
"123505","07",1
"123506","07",1
"123507","07",1
"123508","07",1
"123509","07",1
"123510","07",1
"123511","07",1
"123512","07",1
"123513","07",5
"123514","07",5
"123515","07",1
"123516","07",1
"123517","07",1
"123518","07",1
"123519","07",1
"123520","07",1
"123521","07",1
"123522","07",1
"123523","07",1
"123524","07",5
"123525","07",1
"123526","07",1
"123527","07",1
"123528","07",1
"123529","07",5
"123530","07",1
"123531","07",1
"123532","07",1
"123533","07",1
"123534","07",1
"123535","07",1
"123536","07",1
"123537","07",1
"123538","07",1
"123539","07",1
"123540","07",5
"123541","07",1
"123542","07",5
"123543","07",1
"123544","07",1
"123545","07",3
"123546","07",3
"123547","07",1
"123548","07",2
"123549","07",2
"123550","07",3
"123551","07",1
"123552","07",2
"123553","07",3
"123554","07",1
"123555","07",2
"123556","07",1
"123557","07",1
"123558","07",1
"123559","07",5
"123560","07",1
"123561","07",5
"123562","07",5
"123563","07",5
"123564","07",5
"123565","07",1
"123566","07",1
"123567","07",1
"123568","07",5
"123569","07",1
"123570","07",3
"123571","07",1
"123572","07",5
"123573","07",1
"123574","07",5
"123575","07",5
"123576","07",1
"123577","07",5
"123578","07",1
"123579","07",5
"123580","07",5
"123581","07",5
"123582","07",5
"123583","07",1
"123584","07",1
"123585","07",5
"123586","07",5
"123587","07",5
"123588","07",5
"123589","07",3
"123590","07",1
"123591","07",5
"123592","07",5
"123593","07",5
"123594","07",5
"123595","07",5
"123596","07",5
"123597","07",5
"123598","07",5
"123599","07",1
"123600","07",1
"123601","07",5
"123602","07",5
"123603","07",5
"123604","07",5
"123605","07",5
"123606","07",5
"123607","07",5
"123608","07",5
"123609","07",5
"123610","07",5
"123611","07",5
"123612","07",5
"123613","07",5
"123614","07",5
"123615","07",5
"123616","07",5
"123617","07",5
"123618","07",1
"123619","07",1
"123620","07",5
"123621","07",5
"123622","07",5
"123623","07",5
"123624","07",1
"123625","07",5
"123626","07",5
"123627","07",5
"123628","07",5
"123629","07",5
"123630","07",5
"123631","07",1
"123632","07",1
"123633","07",5
"123634","07",1
"123635","07",5
"123636","07",1
"123637","07",1
"123638","07",1
"123639","07",1
"123640","07",1
"123641","07",5
"123642","07",1
"123643","07",3
"123644","07",1
"123645","07",1
"123646","07",5
"123647","07",1
"123648","07",4
"123649","07",1
"123650","07",1
"123651","07",5
"123652","07",5
"123653","07",5
"123654","07",5
"123655","07",1
"123656","07",5
"123657","07",1
"123658","07",5
"123659","07",1
"123660","07",1
"123661","07",5
"123662","07",1
"123663","07",1
"123664","07",1
"123665","07",1
"123666","07",1
"123667","07",5
"123668","07",5
"123669","07",5
"123670","07",1
"123671","07",5
"123672","07",5
"123673","07",3
"123674","07",1
"123675","07",1
"123676","07",1
"123677","07",1
"123678","07",3
"123679","07",3
"123680","07",3
"123681","07",3
"123682","07",3
"123683","07",5
"123684","07",5
"123685","07",5
"123686","07",5
"123687","07",5
"123688","07",5
"123689","07",5
"123690","07",5
"123691","07",5
"123692","07",5
"123693","07",5
"123694","07",5
"123695","07",3
"123696","07",3
"123697","07",5
"123698","07",5
"123699","07",1
"123700","07",1
"123701","07",5
"123702","07",1
"123703","07",5
"123704","07",1
"123705","07",1
"123706","07",1
"123707","07",1
"123708","07",1
"123709","07",1
"123710","07",1
"123711","07",1
"123712","07",1
"123713","07",1
"123714","07",1
"123715","07",1
"123716","07",1
"123717","07",1
"123718","07",5
"123719","07",1
"123720","07",1
"123721","07",5
"123722","07",5
"123723","07",1
"123724","07",1
"123725","07",5
"123726","07",5
"123727","07",5
"123728","07",5
"123729","07",5
"123730","07",5
"123731","07",5
"123732","07",5
"123733","07",5
"123734","07",5
"123735","07",5
"123736","07",5
"123737","08",5
"123738","08",5
"123739","08",5
"123740","08",5
"123741","08",5
"123742","08",5
"123743","08",5
"123744","08",1
"123745","08",5
"123746","08",5
"123747","08",1
"123748","08",2
"123749","08",5
"123750","08",5
"123751","08",1
"123752","08",1
"123753","08",5
"123754","08",5
"123755","08",1
"123756","08",1
"123757","08",5
"123758","08",5
"123759","08",5
"123760","08",5
"123761","08",1
"123762","08",1
"123763","08",1
"123764","08",1
"123765","08",1
"123766","08",5
"123767","08",5
"123768","08",1
"123769","08",2
"123770","08",1
"123771","08",5
"123772","08",5
"123773","08",5
"123774","08",5
"123775","08",3
"123776","08",3
"123777","08",3
"123778","08",5
"123779","08",5
"123780","08",5
"123781","08",5
"123782","08",5
"123783","08",2
"123784","08",5
"123785","08",5
"123786","08",5
"123787","08",5
"123788","08",5
"123789","08",5
"123790","08",2
"123791","08",3
"123792","08",5
"123793","08",5
"123794","08",5
"123795","08",5
"123796","08",5
"123797","08",5
"123798","08",5
"123799","08",5
"123800","08",5
"123801","08",5
"123802","08",5
"123803","08",5
"123804","08",5
"123805","08",5
"123806","08",5
"123807","08",5
"123808","08",5
"123809","08",5
"123810","08",5
"123811","08",5
"123812","08",5
"123813","08",5
"123814","08",5
"123815","08",5
"123816","08",5
"123817","08",1
"123818","08",5
"123819","08",2
"123820","08",1
"123821","08",5
"123822","08",1
"123823","08",1
"123824","08",5
"123825","08",5
"123826","08",5
"123827","08",5
"123828","08",5
"123829","08",5
"123830","08",5
"123831","08",5
"123832","08",5
"123833","08",1
"123834","08",5
"123835","08",5
"123836","08",5
"123837","08",5
"123838","08",5
"123839","08",5
"123840","08",1
"123841","08",5
"123842","08",5
"123843","08",5
"123844","08",5
"123845","08",1
"123846","08",1
"123847","08",5
"123848","08",5
"123849","08",5
"123850","08",5
"123851","08",5
"123852","08",5
"123853","08",5
"123854","08",5
"123855","08",5
"123856","08",5
"123857","08",5
"123858","08",5
"123859","08",5
"123860","08",1
"123861","08",5
"123862","08",3
"123863","08",1
"123864","08",3
"123865","08",1
"123866","08",1
"123867","08",5
"123868","08",5
"123869","08",5
"123870","08",5
"123871","08",5
"123872","08",5
"123873","08",5
"123874","08",5
"123875","08",5
"123876","08",5
"123877","08",5
"123878","08",5
"123879","08",5
"123880","08",5
"123881","08",5
"123882","08",5
"123883","08",5
"123884","08",5
"123885","08",5
"123886","08",5
"123887","08",5
"123888","08",5
"123889","08",5
"123890","08",5
"123891","08",5
"123892","08",1
"123893","08",1
"123894","08",2
"123895","08",5
"123896","08",5
"123897","08",1
"123898","08",5
"123899","08",5
"123900","08",5
"123901","08",5
"123902","08",5
"123903","08",5
"123904","08",5
"123905","08",5
"123906","08",5
"123907","08",1
"123908","08",5
"123909","08",5
"123910","08",5
"123911","08",1
"123912","08",1
"123913","08",5
"123914","08",5
"123915","08",1
"123916","08",1
"123917","08",1
"123918","08",5
"123919","08",5
"123920","08",5
"123921","08",5
"123922","08",5
"123923","08",5
"123924","08",5
"123925","08",5
"123926","08",5
"123927","08",5
"123928","08",5
"123929","08",5
"123930","08",5
"123931","08",5
"123932","08",5
"123933","08",5
"123934","08",5
"123935","08",5
"123936","08",5
"123937","08",5
"123938","08",5
"123939","08",5
"123940","08",3
"123941","08",2
"123942","08",1
"123943","08",1
"123944","08",5
"123945","08",5
"123946","08",5
"123947","08",5
"123948","08",5
"123949","08",5
"123950","08",5
"123951","08",5
"123952","08",5
"123953","08",5
"123954","08",5
"123955","08",5
"123956","08",5
"123957","08",5
"123958","08",5
"123959","08",5
"123960","08",5
"123961","08",5
"123962","08",5
"123963","08",5
"123964","08",5
"123965","08",5
"123966","08",5
"123967","08",5
"123968","08",5
"123969","08",5
"123970","08",5
"123971","08",5
"123972","08",5
"123973","08",5
"123974","08",5
"123975","08",5
"123976","08",5
"123977","08",5
"123978","08",5
"123979","08",5
"123980","08",5
"123981","08",5
"123982","08",5
"123983","08",5
"123984","08",5
"123985","08",5
"123986","08",5
"123987","08",5
"123988","08",1
"123989","08",1
"123990","08",1
"123991","08",5
"123992","08",5
"123993","08",5
"123994","08",1
"123995","08",1
"123996","08",5
"123997","08",1
"123998","08",1
"123999","08",5
"124000","08",5
"124001","08",1
"124002","08",1
"124003","08",1
"124004","08",1
"124005","08",5
"124006","08",1
"124007","08",5
"124008","08",5
"124009","08",5
"124010","08",5
"124011","08",5
"124012","08",5
"124013","08",5
"124014","08",5
"124015","08",5
"124016","08",5
"124017","08",5
"124018","08",5
"124019","08",5
"124020","08",5
"124021","08",5
"124022","08",5
"124023","08",5
"124024","08",5
"124025","08",1
"124026","08",5
"124027","08",3
"124028","08",3
"124029","08",3
"124030","08",5
"124031","08",5
"124032","08",5
"124033","08",3
"124034","08",3
"124035","08",3
"124036","08",3
"124037","08",2
"124038","08",1
"124039","08",1
"124040","08",3
"124041","08",2
"124042","08",2
"124043","08",2
"124044","08",3
"124045","08",1
"124046","08",3
"124047","08",2
"124048","08",1
"124049","08",3
"124050","08",1
"124051","08",5
"124052","08",1
"124053","08",5
"124054","08",5
"124055","08",5
"124056","08",5
"124057","08",5
"124058","08",5
"124059","08",5
"124060","08",5
"124061","08",5
"124062","08",5
"124063","08",5
"124064","08",5
"124065","08",5
"124066","08",5
"124067","08",5
"124068","08",5
"124069","08",5
"124070","08",5
"124071","08",5
"124072","08",1
"124073","08",5
"124074","08",5
"124075","08",5
"124076","08",5
"124077","08",5
"124078","08",5
"124079","08",3
"124080","08",1
"124081","08",1
"124082","08",5
"124083","08",3
"124084","08",5
"124085","08",1
"124086","08",1
"124087","08",2
"124088","08",1
"124089","08",1
"124090","08",3
"124091","08",2
"124092","08",1
"124093","09",2
"124094","09",3
"124095","09",1
"124096","09",2
"124097","09",5
"124098","09",3
"124099","09",3
"124100","09",1
"124101","09",1
"124102","09",3
"124103","09",2
"124104","09",1
"124105","09",5
"124106","09",2
"124107","09",1
"124108","09",1
"124109","09",1
"124110","09",3
"124111","09",1
"124112","09",1
"124113","09",2
"124114","09",5
"124115","09",5
"124116","09",3
"124117","09",1
"124118","09",1
"124119","09",5
"124120","09",1
"124121","09",1
"124122","09",5
"124123","09",5
"124124","09",1
"124125","09",1
"124126","09",1
"124127","09",5
"124128","09",1
"124129","09",1
"124130","09",5
"124131","09",5
"124132","09",1
"124133","09",5
"124134","09",1
"124135","09",1
"124136","09",1
"124137","09",1
"124138","09",1
"124139","09",1
"124140","09",4
"124141","09",3
"124142","09",1
"124143","09",3
"124144","09",3
"124145","09",1
"124146","09",1
"124147","09",3
"124148","09",5
"124149","09",5
"124150","09",1
"124151","09",5
"124152","09",5
"124153","09",5
"124154","09",5
"124155","09",1
"124156","09",1
"124157","09",5
"124158","09",5
"124159","09",5
"124160","09",5
"124161","09",5
"124162","09",5
"124163","09",5
"124164","09",5
"124165","09",5
"124166","09",1
"124167","09",1
"124168","09",5
"124169","09",2
"124170","09",5
"124171","09",1
"124172","09",1
"124173","09",1
"124174","09",5
"124175","09",5
"124176","09",5
"124177","09",1
"124178","09",3
"124179","09",1
"124180","09",1
"124181","09",1
"124182","09",5
"124183","09",5
"124184","09",5
"124185","09",5
"124186","09",5
"124187","09",5
"124188","09",5
"124189","09",5
"124190","09",5
"124191","09",5
"124192","09",5
"124193","09",5
"124194","09",5
"124195","09",5
"124196","09",1
"124197","09",2
"124198","09",1
"124199","09",1
"124200","09",5
"124201","09",5
"124202","09",5
"124203","09",5
"124204","09",5
"124205","09",5
"124206","09",5
"124207","09",5
"124208","09",5
"124209","09",5
"124210","09",5
"124211","09",5
"124212","09",5
"124213","09",5
"124214","09",5
"124215","09",5
"124216","09",5
"124217","09",5
"124218","09",5
"124219","09",5
"124220","09",5
"124221","09",5
"124222","09",5
"124223","09",5
"124224","09",5
"124225","09",5
"124226","09",5
"124227","09",5
"124228","09",5
"124229","09",5
"124230","09",5
"124231","09",5
"124232","09",5
"124233","09",5
"124234","09",5
"124235","09",5
"124236","09",5
"124237","09",5
"124238","09",5
"124239","09",5
"124240","09",5
"124241","09",5
"124242","09",5
"124243","09",5
"124244","09",5
"124245","09",5
"124246","09",5
"124247","09",5
"124248","09",5
"124249","09",5
"124250","09",5
"124251","09",5
"124252","09",5
"124253","09",5
"124254","09",5
"124255","09",5
"124256","09",5
"124257","09",5
"124258","09",5
"124259","09",5
"124260","09",5
"124261","09",5
"124262","09",5
"124263","09",5
"124264","09",5
"124265","09",5
"124266","09",5
"124267","09",5
"124268","09",5
"124269","09",5
"124270","09",5
"124271","09",5
"124272","09",5
"124273","09",5
"124274","09",5
"124275","09",5
"124276","09",5
"124277","09",5
"124278","09",5
"124279","09",5
"124280","09",5
"124281","09",5
"124282","09",3
"124283","09",3
"124284","09",2
"124285","09",1
"124286","09",1
"124287","09",1
"124288","09",1
"124289","09",2
"124290","09",5
"124291","09",1
"124292","09",1
"124293","09",1
"124294","09",1
"124295","09",1
"124296","09",5
"124297","09",1
"124298","09",1
"124299","09",1
"124300","09",5
"124301","09",5
"124302","09",1
"124303","09",5
"124304","09",5
"124305","09",4
"124306","09",1
"124307","09",1
"124308","09",1
"124309","09",5
"124310","09",1
"124311","09",1
"124312","09",1
"124313","09",5
"124314","09",3
"124315","09",2
"124316","09",1
"124317","09",5
"124318","09",5
"124319","09",5
"124320","09",5
"124321","09",5
"124322","09",1
"124323","09",5
"124324","09",5
"124325","09",5
"124326","09",5
"124327","09",5
"124328","09",5
"124329","09",3
"124330","09",1
"124331","09",1
"124332","09",3
"124333","09",1
"124334","09",5
"124335","09",5
"124336","09",5
"124337","09",5
"124338","09",3
"124339","09",5
"124340","09",5
"124341","09",5
"124342","09",5
"124343","09",5
"124344","09",5
"124345","09",5
"124346","09",5
"124347","09",5
"124348","09",5
"124349","09",5
"124350","09",5
"124351","09",5
"124352","09",5
"124353","09",1
"124354","09",5
"124355","09",1
"124356","09",5
"124357","09",5
"124358","09",5
"124359","09",5
"124360","09",5
"124361","09",5
"124362","09",5
"124363","09",5
"124364","09",5
"124365","09",3
"124366","09",1
"124367","09",1
"124368","09",1
"124369","09",1
"124370","09",1
"124371","09",5
"124372","09",1
"124373","09",5
"124374","09",5
"124375","09",5
"124376","09",5
"124377","09",5
"124378","09",5
"124379","09",5
"124380","09",5
"124381","09",5
"124382","09",5
"124383","09",5
"124384","09",5
"124385","09",5
"124386","09",1
"124387","09",1
"124388","09",5
"124389","09",5
"124390","09",5
"124391","09",5
"124392","09",5
"124393","09",5
"124394","09",5
"124395","09",5
"124396","09",5
"124397","09",5
"124398","09",5
"124399","09",5
"124400","09",5
"124401","09",5
"124402","09",5
"124403","09",5
"124404","09",5
"124405","09",5
"124406","09",5
"124407","09",5
"124408","09",5
"124409","09",5
"124410","09",5
"124411","09",5
"124412","09",5
"124413","09",5
"124414","09",5
"124415","09",5
"124416","09",5
"124417","09",5
"124418","09",5
"124419","09",5
"124420","09",5
"124421","09",5
"124422","09",5
"124423","09",5
"124424","09",5
"124425","09",5
"124426","09",5
"124427","09",1
"124428","09",5
"124429","09",5
"124430","09",5
"124431","09",5
"124432","09",5
"124433","09",5
"124434","09",5
"124435","09",5
"124436","09",5
"124437","09",5
"124438","09",5
"124439","09",5
"124440","09",5
"124441","09",5
"124442","09",5
"124443","09",5
"124444","09",5
"124445","09",5
"124446","09",5
"124447","09",5
"124448","09",5
"124449","10",5
"124450","10",1
"124451","10",5
"124452","10",5
"124453","10",5
"124454","10",5
"124455","10",5
"124456","10",5
"124457","10",5
"124458","10",5
"124459","10",5
"124460","10",5
"124461","10",5
"124462","10",5
"124463","10",5
"124464","10",5
"124465","10",5
"124466","10",5
"124467","10",5
"124468","10",5
"124469","10",5
"124470","10",5
"124471","10",5
"124472","10",5
"124473","10",5
"124474","10",5
"124475","10",5
"124476","10",5
"124477","10",5
"124478","10",1
"124479","10",5
"124480","10",5
"124481","10",5
"124482","10",5
"124483","10",5
"124484","10",5
"124485","10",5
"124486","10",5
"124487","10",5
"124488","10",5
"124489","10",5
"124490","10",1
"124491","10",5
"124492","10",1
"124493","10",5
"124494","10",5
"124495","10",1
"124496","10",5
"124497","10",5
"124498","10",5
"124499","10",5
"124500","10",5
"124501","10",5
"124502","10",5
"124503","10",5
"124504","10",1
"124505","10",3
"124506","10",5
"124507","10",5
"124508","10",1
"124509","10",1
"124510","10",1
"124511","10",1
"124512","10",5
"124513","10",1
"124514","10",1
"124515","10",1
"124516","10",5
"124517","10",5
"124518","10",5
"124519","10",5
"124520","10",5
"124521","10",5
"124522","10",5
"124523","10",5
